-73.098,41.651,Black Rock State Park,SP,860.283.8088,NH DP RS ,CT,Thomaston
-72.342,41.484,Devils Hopyard State Park,SP,860.526.2336,NH RS ,CT,East Haddam
-72.556,41.265,Hammonasset State Park,SP,203.245.1817,E DP DW SH RS ,CT,Madison
-71.926,41.602,Hopeville Pond State Park,SP,860.376.2920,E DP RS ,CT,Griswold
-73.377,41.823,Housatonic Meadows State Park,SP,860.672.6772,NH DP DW SH RS ,CT,Sharon
-73.205,41.421,Kettletown State Park,SP,203.264.5169,E DP RS ,CT,Southbury
-73.384,41.709,Lake Waramaug State Park,SP,860.868.0220,NH DP RS ,CT,Kent
-73.494,41.777,Macedonia Brook State Park,SP,860.927.3238,NH RS ,CT,Kent
-71.985,41.859,Mashamoquet Brook State Park,SP,860.928.6121,NH DP RS ,CT,Pomfret Center
-72.243,41.31,Rocky Neck State Park,SP,860.739.5471,NH DP DW SH RS ,CT,Niantic
-72.093,41.651,Salt Rock State Park,SP,860.822.0884,WES DP FT DW SH RS PA ,CT,Baltic
-71.971,41.852,Wolf Den - Mashamoquet Brook State Park,SP,860.928.6121,RS ,CT,Pomfret Center
-75.117,38.78,Cape Henlopen State Park,SP,302.645.8983,NH DP DW SH RS PA ,DE,Lewes
-75.066,38.606,Delaware Seashore State Park,SP,302.539.7202,WES DP DW SH RS PA ,DE,Rehoboth Beach
-75.534,38.979,Killens Pond State Park,SP,302.284.3412,WE DP DW SH RS PA ,DE,Felton
-75.718,39.548,Lums Pond State Park,SP,302.368.6989,NH DP DW SH RS ,DE,Kirkwood
-75.476,38.53,Trap Pond State Park,SP,302.875.2392,E DP DW SH RS PA ,DE,Laurel
-73.076,42.734,Clarksburg State Park,SP,413.664.8345,NH DP DW SH RS PA ,MA,Clarksburg
-72.083,42.648,Lake Dennison State Park,SP,978.939.8962,E DP DW SH RS PA L$ ,MA,Winchendon
-70.985,41.87,Massasoit State Park,SP,508.822.7405,E DP DW SH RS PA ,MA,East Taunton
-71.758,42.655,Pearl Hill State Park,SP,978.597.8802,NH 35ft RS PA ,MA,West Townsend
-70.506,41.778,Scusset Beach State Park,SP,508.888.0859,E DP 40ft DW SH RS PA ,MA,Sandwich
-70.846,42.2,Wompatuck State Park,SP,781.749.7160,E DP DW SH RS PA ,MA,Hingham
-75.144,38.229,Assateague State Park,SP,410.641.2120,E DP DW SH RS PA ,MD,
-75.162,38.208,Bayside - Assateague National Seashore,NP,410.641.3030,NH RS PA ,MD,Berlin
-79.14,39.545,Big Run State Park,SP,301.895.5453,NH ND DW NS RS PA ,MD,Grantsville
-79.31,39.516,Deep Creek Lake State Park,SP,301.387.4111,E DP DW SH RS PA ,MD,Swanton
-75.985,39.48,Elk Neck State Park,SP,410.287.5333,WES RS PA ,MD,North East
-78.385,39.625,Fifteen Mile Creek - C and O Canal National Park,NP,301.739.4200,NH ND 20ft NS NR L$ ,MD,Pratt
-78.008,39.604,Fort Frederick State Park,SP,301.842.2155,NH ND RS L$ ,MD,Big Pool
-77.492,39.459,Gambrill State Park,SP,301.271.7574,E DP DW SH RS PA ,MD,Frederick
-76.895,38.996,Greenbelt Park,NP,301.344.3948,NH DP DW SH RS PA ,MD,Greenbelt
-77.617,39.536,Greenbrier State Park,SP,301.791.4767,E DP DW SH RS PA ,MD,Boonsboro
-76.745,39.244,Hilton - Patapsco Valley State Park,SP,410.461.5005,E ND DW SH RS PA ,MD,Catonsville
-76.787,39.295,Hollofield - Patapsco Valley State Park,SP,410.461.5005,E DP DW SH RS PA ,MD,Ellicott City
-77.466,39.619,Houck Area - Cunningham Falls State Park,SP,301.271.7574,E DP DW SH RS PA ,MD,Thurmont
-75.847,38.011,Janes Island State Park,SP,410.968.1565,E DP SH RS PA ,MD,Crisfield
-77.436,39.582,Manor Area - Cunningham Falls State Park,SP,301.271.7574,E SH RS PA ,MD,Thurmont
-75.837,38.865,Martinak State Park,SP,410.820.1668,E DP DW SH RS PA ,MD,Denton
-77.969,39.608,McCoys Ferry - C and O Canal National Park,NP,301.739.4200,NH ND 20ft DW NS NR L$ ,MD,Williamsport
-75.491,38.128,Milburn Landing - Pocomoke State Park,SP,410.632.2566,RS ,MD,Pocomoke City
-79.129,39.631,New Germany State Park,SP,301.895.5453,NH DP DW SH RS PA ,MD,Grantsville
-75.156,38.198,Oceanside - Assateague National Seashore,NP,410.641.3030,NH RS PA ,MD,Berlin
-77.488,39.653,Owens Creek - Catoctin Mountain National Park,NP,301.663.9388,NH 22ft SH NR ,MD,Sabillasville
-76.331,38.063,Point Lookout State Park,SP,301.872.5688,E DP DW SH RS ,MD,Scotland
-78.651,39.696,Rocky Gap State Park,SP,301.722.1480,E DP DW SH RS PA ,MD,Flintstone
-79.148,39.619,Savage River State Forest,SP,301.895.5759,NH ND NW NS NR ,MD,Grantsville
-75.439,38.134,Shad  Landing - Pocomoke State Park,SP,410.632.2566,E DP SH RS ,MD,Snow Hill
-77.181,38.554,Smallwood State Park,SP,301. 743.7613,E DP DW SH RS PA ,MD,Marbury
-78.718,39.564,Spring Gap - C and O Canal National Park,NP,301.739.4200,NH ND 20ft DW NS NR L$ ,MD,Cumberland
-76.165,39.612,Susquehanna State Park,SP,410.734.9035,E DW SH RS PA ,MD,Havre de Grace
-79.422,39.499,Swallow Falls State Park,SP,301.387.6938,E ND DW SH RS PA ,MD,Oakland
-75.932,38.981,Tuckahoe State Park,SP,410.820.1668,E DP DW SH RS PA ,MD,Queen Anne
-68.962,45.874,Abol - Baxter State Park,SP,207. 723.5140,NH ND VT NS RS ,ME,Millinocket
-68.003,46.61,Aroostook State Park,SP,207.768.8341,NH RS ,ME,Presque Isle
-71.022,44.268,Basin,NF,603.528.8721/603.528.8721,NR ,ME,Gilead
-68.214,44.313,Blackwoods - Acadia National Park,NP,207.288.3338,NH DP 35ft DW NS RS PA ,ME,Bar Harbor
-70.179,43.9,Bradbury Mountain State Park,SP,207.688.4712,NH VT DW SH RS ,ME,Pownal
-69.047,44.23,Camden Hills State Park,SP,207.236.3109,E DP DW SH RS ,ME,Camden
-67.153,44.854,Cobscook Bay State Park,SP,207.726.4412,NH DP DW SH RS ,ME,Dennysville
-71.013,44.265,Cold River,NF,603.528.8721/603.528.8721,NH NR ,ME,Fryeburg
-70.824,44.31,Crocker Pond,NF,603.466.2713/603.528.8721,NH ND NS NR ,ME,Bethel
-70.984,44.352,Hastings,NF,603.466.2713/603.528.8721,NH ND VT NS RS ,ME,Gilead
-69.997,45.887,Katahdin Stream - Baxter State Park,SP, ,VT RS ,ME,Seboomook Lake
-69.348,44.398,Lake St. George State Park,SP,207.589.4255,NH DP 35ft DW SH RS ,ME,Liberty
-68.298,44.456,Lamoine State Park,SP,207.667.4778,NH 40ft FT DW RS ,ME,Trenton
-69.542,45.569,Lily Bay State Park,SP,207.695.2700,NH DP RS ,ME,Greenville
-70.448,44.681,Mount Blue State Park,SP,207.585.2347,RS ,ME,Weld
-69.078,45.976,Nesowadnehunk Field - Baxter State Park,SP,207.723.5140,NH ND VT NS RS ,ME,Millinocket
-69.289,45.26,Peaks - Kenny State Park,SP,207.564.2003,NH SH RS ,ME,Dover-Foxcroft
-70.72,44.939,Rangeley Lake State Park,SP,207.864.3858,NH DW SH RS ,ME,Rangeley
-68.859,45.92,Roaring Brook - Baxter State Park,SP,207.723.5140,NH ND VT NS RS ,ME,Millinocket
-68.306,44.241,Seawall - Acadia National Park,NP,207.244.3600,NH DP 35ft DW NS RS PA ,ME,Southwest Harb
-70.546,43.942,Sebago Lake State Park,SP,207.693.6613,40ft RS ,ME,Casco
-68.9,46.109,South Branch Pond - Baxter State Park,SP,207.723.5140,NH ND VT NS RS ,ME,Millinocket
-68.854,46.167,Trout Brook Farm - Baxter State Park,SP,207.723.5140,VT RS ,ME,Millinocket
-71.063,44.306,Wild River,NF, ,NH VT NR ,ME,Gilead
-71.021,44.269,Basin,NF,603.536.1315/603.528.8721,NH ND NS NR ,NH,Gilead
-71.331,43.115,Bear Brook State Park,SP,603.485.9869,NH DP DW SH RS PA ,NH,Allenstown
-71.561,44.049,Big Rock,NF,/603.528.8721,NH ND VT NS NR ,NH,Lincoln
-71.245,44.007,Blackberry Crossing,NF,603.536.1315/603.528.8721,NH ND VT NS NR ,NH,Conway
-71.63,43.871,Campton,NF,/603.528.8721,NH 50ft DW SH RS ,NH,Campton
-71.696,44.177,Cannon Mountain RV Park,SP,603.823.8800,E DP SH RS ,NH,Franconia
-71.013,44.265,Cold River,NF,603.536.1315/603.528.8721,NH RS ,NH,North Chatham
-71.328,44.944,Coleman State Park,SP,603.271.3628,NH DP DW SH RS PA ,NH,Stewartstown
-71.232,44.003,Covered Bridge,NF,603.536.1315/603.528.8721,NH RS ,NH,Conway
-71.219,44.333,Dolly Copp,NF,603.466.2713/603.528.8721,NH RS ,NH,Gorham
-71.4,44.178,Dry River - Crawford Notch State Park,SP,603.374.2272,NH RS PA ,NH,Harts Location
-71.355,43.574,Ellacoya State Beach and RV Park,SP,603.293.7821,WES DP FT DW SH RS ,NH,Gilford
-71.887,42.958,Greenfield State Park,SP,603.547.3497,NH DP DW SH RS PA ,NH,Greenfield
-70.816,42.899,Hampton Beach State Park,SP,603.926.3784,WES DP RS ,NH,Hampton
-71.594,44.064,Hancock,NF,/603.528.8721,NH ND NS NR ,NH,Lincoln
